estado;codigo_ibge;municipio;quantidade;fonte/filtro
RO;1100338;Nova Mamoré;764;Ano 2014
RO;1100254;Presidente Médici;714;Ano 2014
RO;1100320;São Miguel do Guaporé;690;Ano 2014
RO;1100940;Cujubim;674;Ano 2014
RO;1100064;Colorado do Oeste;657;Ano 2014
RO;1100056;Cerejeiras;599;Ano 2014
RO;1100403;Alto Paraíso;498;Ano 2014
RO;1101401;Monte Negro;443;Ano 2014
RO;1100346;Alvorada D'oeste;440;Ano 2014
RO;1101492;São Francisco do Guaporé;429;Ano 2014
RO;1100080;Costa Marques;428;Ano 2014
RO;1100148;Nova Brasilândia D'oeste;406;Ano 2014
RO;1100924;Chupinguaia;323;Ano 2014
RO;1101708;Urupá;310;Ano 2014
RO;1101500;Seringueiras;299;Ano 2014
RO;1101302;Mirante da Serra;289;Ano 2014
RO;1100700;Campo Novo de Rondônia;286;Ano 2014
RO;1101104;Itapuã do Oeste;250;Ano 2014
RO;1100296;Santa Luzia D'oeste;237;Ano 2014
RO;1100379;Alto Alegre dos Parecis;236;Ano 2014
RO;1101203;Ministro Andreazza;177;Ano 2014
RO;1100502;Novo Horizonte do Oeste;175;Ano 2014
RO;1100072;Corumbiara;169;Ano 2014
RO;1101807;Vale do Paraíso;163;Ano 2014
RO;1100031;Cabixi;153;Ano 2014
RO;1101757;Vale do Anari;151;Ano 2014
RO;1101005;Governador Jorge Teixeira;145;Ano 2014
RO;1101435;Nova União;134;Ano 2014
RO;1101609;Theobroma;130;Ano 2014
RO;1100601;Cacaulândia;122;Ano 2014
RO;1101559;Teixeirópolis;117;Ano 2014
RO;1101484;São Felipe D'oeste;112;Ano 2014
RO;1101450;Parecis;110;Ano 2014
RO;1100262;Rio Crespo;74;Ano 2014
RO;1101476;Primavera de Rondônia;69;Ano 2014
RO;1101468;Pimenteiras do Oeste;60;Ano 2014
RO;1100908;Castanheiras;48;Ano 2014
RR;1400100;Boa Vista;13381;Ano 2014
RR;1400472;Rorainópolis;872;Ano 2014
RR;1400209;Caracaraí;610;Ano 2014
RR;1400308;Mucajaí;312;Ano 2014
RR;1400456;Pacaraima;255;Ano 2014
RR;1400050;Alto Alegre;209;Ano 2014
RR;1400506;São João da Baliza;195;Ano 2014
RR;1400175;Cantá;174;Ano 2014
RR;1400159;Bonfim;167;Ano 2014
RR;1400233;Caroebe;166;Ano 2014
RR;1400605;São Luiz;143;Ano 2014
RR;1400282;Iracema;120;Ano 2014
RR;1400407;Normandia;86;Ano 2014
RR;1400027;Amajari;72;Ano 2014
RR;1400704;Uiramutã;37;Ano 2014
RS;4314902;Porto Alegre;117569;Ano 2014
RS;4305108;Caxias do Sul;38944;Ano 2014
RS;4304606;Canoas;21952;Ano 2014
RS;4313409;Novo Hamburgo;21688;Ano 2014
RS;4314407;Pelotas;19379;Ano 2014
RS;4316907;Santa Maria;17065;Ano 2014
RS;4314100;Passo Fundo;16130;Ano 2014
RS;4309209;Gravataí;15521;Ano 2014
RS;4318705;São Leopoldo;13813;Ano 2014
RS;4323002;Viamão;11349;Ano 2014
RS;4315602;Rio Grande;10192;Ano 2014
RS;4302105;Bento Gonçalves;10038;Ano 2014
RS;4300604;Alvorada;9602;Ano 2014
RS;4303103;Cachoeirinha;9262;Ano 2014
RS;4316808;Santa Cruz do Sul;8834;Ano 2014
RS;4307005;Erechim;8623;Ano 2014
RS;4311403;Lajeado;6905;Ano 2014
RS;4310207;Ijuí;6745;Ano 2014
RS;4322400;Uruguaiana;6615;Ano 2014
RS;4320008;Sapucaia do Sul;6259;Ano 2014
RS;4301602;Bagé;5639;Ano 2014
RS;4317103;Sant'Ana do Livramento;5623;Ano 2014
RS;4317509;Santo Ângelo;5357;Ano 2014
RS;4319901;Sapiranga;5294;Ano 2014
RS;4307708;Esteio;5035;Ano 2014
RS;4317202;Santa Rosa;4922;Ano 2014
RS;4303905;Campo Bom;4892;Ano 2014
RS;4304630;Capão da Canoa;4761;Ano 2014
RS;4309308;Guaíba;4569;Ano 2014
RS;4304705;Carazinho;4558;Ano 2014
RS;4307906;Farroupilha;4538;Ano 2014
RS;4303004;Cachoeira do Sul;4116;Ano 2014
RS;4306106;Cruz Alta;3985;Ano 2014
RS;4300406;Alegrete;3935;Ano 2014
RS;4312401;Montenegro;3917;Ano 2014
RS;4309100;Gramado;3844;Ano 2014
RS;4322608;Venâncio Aires;3841;Ano 2014
RS;4321204;Taquara;3833;Ano 2014
RS;4303509;Camaquã;3755;Ano 2014
RS;4321600;Tramandaí;3547;Ano 2014
RS;4322509;Vacaria;3499;Ano 2014
RS;4307609;Estância Velha;3373;Ano 2014
RS;4318309;São Gabriel;3214;Ano 2014
RS;4321501;Torres;3138;Ano 2014
RS;4314050;Parobé;3119;Ano 2014
RS;4304408;Canela;3001;Ano 2014
RS;4317400;Santiago;3000;Ano 2014
RS;4318002;São Borja;2939;Ano 2014
RS;4310108;Igrejinha;2895;Ano 2014
RS;4308607;Garibaldi;2794;Ano 2014
RS;4313904;Panambi;2759;Ano 2014
RS;4306601;Dom Pedrito;2698;Ano 2014
RS;4313508;Osório;2616;Ano 2014
RS;4311809;Marau;2595;Ano 2014
RS;4308201;Flores da Cunha;2587;Ano 2014
RS;4308508;Frederico Westphalen;2449;Ano 2014
RS;4313706;Palmeira das Missões;2338;Ano 2014
RS;4317608;Santo Antônio da Patrulha;2331;Ano 2014
RS;4309407;Guaporé;2315;Ano 2014
RS;4318903;São Luiz Gonzaga;2204;Ano 2014
RS;4307807;Estrela;2139;Ano 2014
RS;4320800;Soledade;2059;Ano 2014
RS;4313300;Nova Prata;2025;Ano 2014
RS;4318804;São Lourenço do Sul;2014;Ano 2014
RS;4316402;Rosário do Sul;2001;Ano 2014
RS;4306767;Eldorado do Sul;1998;Ano 2014
RS;4314803;Portão;1988;Ano 2014
RS;4317301;Santa Vitória do Palmar;1976;Ano 2014
RS;4311007;Jaguarão;1968;Ano 2014
RS;4304507;Canguçu;1929;Ano 2014
RS;4304804;Carlos Barbosa;1929;Ano 2014
RS;4310603;Itaqui;1915;Ano 2014
RS;4321451;Teutônia;1904;Ano 2014
RS;4321709;Três Coroas;1885;Ano 2014
RS;4322806;Veranópolis;1875;Ano 2014
RS;4306403;Dois Irmãos;1867;Ano 2014
RS;4313201;Nova Petrópolis;1821;Ano 2014
RS;4319505;São Sebastião do Caí;1758;Ano 2014
RS;4305355;Charqueadas;1697;Ano 2014
RS;4306809;Encantado;1696;Ano 2014
RS;4302808;Caçapava do Sul;1689;Ano 2014
RS;4311304;Lagoa Vermelha;1638;Ano 2014
RS;4310801;Ivoti;1595;Ano 2014
RS;4320909;Tapejara;1572;Ano 2014
RS;4310330;Imbé;1557;Ano 2014
RS;4321808;Três de Maio;1554;Ano 2014
RS;4321907;Três Passos;1538;Ano 2014
RS;4322004;Triunfo;1533;Ano 2014
RS;4320107;Sarandi;1532;Ano 2014
RS;4321303;Taquari;1477;Ano 2014
RS;4313375;Nova Santa Rita;1427;Ano 2014
RS;4310009;Ibirubá;1423;Ano 2014
RS;4301008;Arroio do Meio;1409;Ano 2014
RS;4323804;Xangri-Lá;1401;Ano 2014
RS;4304663;Capão do Leão;1390;Ano 2014
RS;4319000;São Marcos;1372;Ano 2014
RS;4315305;Quaraí;1362;Ano 2014
RS;4308904;Getúlio Vargas;1358;Ano 2014
RS;4322707;Vera Cruz;1323;Ano 2014
RS;4315701;Rio Pardo;1316;Ano 2014
RS;4309605;Horizontina;1275;Ano 2014
RS;4322202;Tupanciretã;1217;Ano 2014
RS;4321105;Tapes;1212;Ano 2014
RS;4305454;Cidreira;1205;Ano 2014
RS;4311205;Júlio de Castilhos;1200;Ano 2014
RS;4319604;São Sepé;1184;Ano 2014
RS;4318507;São José do Norte;1174;Ano 2014
RS;4312658;Não-Me-Toque;1168;Ano 2014
RS;4304200;Candelária;1168;Ano 2014
RS;4316600;Sananduva;1152;Ano 2014
RS;4320404;Serafina Corrêa;1134;Ano 2014
RS;4306908;Encruzilhada do Sul;1109;Ano 2014
RS;4302709;Butiá;1099;Ano 2014
RS;4318408;São Jerônimo;1097;Ano 2014
RS;4316006;Rolante;1085;Ano 2014
RS;4318200;São Francisco de Paula;1081;Ano 2014
RS;4307500;Espumoso;1072;Ano 2014
RS;4320701;Sobradinho;1040;Ano 2014
RS;4302352;Bom Princípio;1027;Ano 2014
RS;4313060;Nova Hartz;1024;Ano 2014
RS;4301057;Arroio do Sal;1017;Ano 2014
RS;4313656;Palmares do Sul;1002;Ano 2014
RS;4300802;Antônio Prado;982;Ano 2014
RS;4305207;Cerro Largo;975;Ano 2014
RS;4308102;Feliz;955;Ano 2014
RS;4309001;Giruá;951;Ano 2014
RS;4301636;Balneário Pinhal;941;Ano 2014
RS;4317806;Santo Augusto;922;Ano 2014
RS;4315503;Restinga Seca;899;Ano 2014
RS;4301305;Arroio Grande;871;Ano 2014
RS;4300109;Agudo;838;Ano 2014
RS;4321402;Tenente Portela;833;Ano 2014
RS;4317905;Santo Cristo;824;Ano 2014
RS;4312500;Mostardas;821;Ano 2014
RS;4319406;São Pedro do Sul;797;Ano 2014
RS;4306205;Cruzeiro do Sul;789;Ano 2014
RS;4316709;Santa Bárbara do Sul;742;Ano 2014
